miliseconds,mwf626e95e_543f_41e4_aad4_c6bf60ab345b,mwbbbce920_e8dd_4320_9386_fc94bfb2fc99,mw810ff751_fa4e_4143_bd50_169b3e325e1e,mw114aa90f_5f5b_4fe8_9406_361c8489b6a1,mw30ae63db_6cd3_4b6f_93ad_3350cd360bcc,mw03db56ac_8dc6_4931_ae82_fef706d2ee3d,mwf345ed7a_0622_403c_b816_c8749a2c9ded,mwa2d8dd1c_bb9a_4552_8738_e24671651c1d,mw80848184_e2dd_47ce_86d7_7a21479342bd,mwd2d9d93a_3bd1_4f17_bac1_baba9ef2d55a,mw4638f126_8cb8_4021_ab41_6ae195743ba0,mw10315fa3_6f13_4618_bda8_a8694bd3c374,mw0adf3eb4_a196_4c48_b10d_4e9e9faaf9e1,mw7d86cc23_a1af_44c3_bdb9_71e9b1bb2a83,mw0eb6c959_d408_45a0_a450_928b8c5876bb,mw42054cd7_17af_46da_970c_7f99151906ad,mw39c2e431_fdc3_4964_be29_6ca856620b1b,mw2e464cf3_a09c_4b7c_9f3c_06720016a48e,mw36ea78c1_ed71_4def_96d3_857a442d7195,mw147d30ec_478e_4090_b496_128a131d29eb,mwab41493c_6349_45f1_a226_3030cfed0e06,mw1d9426a3_e1e9_49e0_ad77_eb6833be398a,mw3667a5e1_02c9_44a0_acb4_b0431faa822d,mw7becb5fe_8da8_4285_a821_0d77ad811b62,mw8c9107e6_f51d_442d_b2dc_2bfdbb8482ca,mw824bc3d4_1ac3_4912_9b51_8f14ff1c96b9,mw6cce2109_0e32_4dd9_98ec_41173e8ef07d,mw2b255f94_8018_4b99_bde8_918eeac45446,mw48867e93_f170_44e8_ac7a_185b23e1bf3b,mwd31f52cc_04e7_40e0_885f_c7b2d9e62215,mw2c9b0499_3325_4394_8af3_bbf653a944a0,mwd65b5b39_dc1b_4e77_a999_67277a880e5e,mw6335d5d7_c7b0_4bc0_b883_f7ee4915c2c3,mwf7796221_1fea_4274_a93e_c00adbf5778c,mw2f3d48e0_c9c4_4a0e_aca3_9241eb573296,mwbc2f5464_81e5_43fd_8b39_f5a2756af72f
0,0.000435628896551166,3.9,0.0874060669217432,221.06367608557,4.25350679194445,0.00109424263781451,-1.2243761454768391e-26,-2.2898805495199303e-28,0.388958921403941,6.59935877686372e-05,0.000976164943878913,0.438235811135574,0.00072566581144648,1.60036523605187e-05,0.765416493681823,0.777537339578334,9.22246266042167,6.08704712819468,409.775322370541,5.5896988923534,0.116343661809953,-1.682132878576025e-27,-6.980792521660232e-26,0.00130682388893128,0.374962692933961,8.44890497633548e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.06410682471754,0.0093481986616084,5.56973864471412,0.136303909449242,-5.476607647300031e-28,5.272334035237873e-28,-6.851034969580491e-27
100,0.00043562889655116574,3.9,0.08740606692174319,221.06367608557005,4.25350679194445,0.0010942426378145102,-1.2315746500044453e-26,-2.337839083040458e-28,0.38895892140394106,6.599358776863708e-05,0.0009761649438789118,0.438235811135574,0.0007256658114464799,1.6003652360518692e-05,0.765416493681823,0.7775373395783339,9.22246266042167,6.08704712819468,409.775322370541,5.5896988923534,0.11634366180995302,-1.655871172566284e-27,-6.963199390922944e-26,0.001306823888931281,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.06410682471754,0.0093481986616084,5.56973864471412,0.136303909449242,-5.162678519002517e-28,4.865626642133701e-28,-6.849649033992993e-27
200,0.00043562889655116574,3.9,0.08740606692174319,221.0636760855701,4.25350679194445,0.0010942426378145105,-1.2410057271351807e-26,-2.376644433128946e-28,0.3889589214039411,6.599358776863707e-05,0.000976164943878912,0.438235811135574,0.00072566581144648,1.600365236051869e-05,0.765416493681823,0.7775373395783338,9.22246266042167,6.08704712819468,409.775322370541,5.5896988923534,0.11634366180995305,-1.620920832105412e-27,-6.951109750391354e-26,0.001306823888931281,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717539,0.0093481986616084,5.56973864471412,0.136303909449242,-4.901865062681839e-28,4.481876948879558e-28,-6.849170484506403e-27
300,0.0004356288965511657,3.9,0.08740606692174319,221.06367608557014,4.25350679194445,0.0010942426378145105,-1.252755864477911e-26,-2.4240451324125194e-28,0.3889589214039411,6.599358776863707e-05,0.0009761649438789121,0.438235811135574,0.00072566581144648,1.600365236051869e-05,0.765416493681823,0.7775373395783338,9.22246266042167,6.08704712819468,409.77532237054095,5.5896988923534,0.11634366180995306,-1.6036644149807324e-27,-6.95303442025838e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717539,0.0093481986616084,5.56973864471412,0.136303909449242,-4.621175035352684e-28,4.10148814275263e-28,-6.84902471949086e-27
400,0.0004356288965511657,3.9,0.08740606692174317,221.06367608557017,4.253506791944451,0.0010942426378145105,-1.2702583751886062e-26,-2.4641348926629547e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789121,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.765416493681823,0.7775373395783338,9.22246266042167,6.08704712819468,409.77532237054095,5.589698892353401,0.11634366180995308,-1.5830797858547265e-27,-6.932884901552914e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.0641068247175385,0.0093481986616084,5.5697386447141195,0.13630390944924198,-4.38796424727583e-28,3.701609181205827e-28,-6.847501114255183e-27
500,0.00043562889655116563,3.9,0.08740606692174317,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.2804675795586768e-26,-2.515370093461838e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789122,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.765416493681823,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.589698892353401,0.11634366180995309,-1.5616567605979667e-27,-6.931838524717641e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.0641068247175385,0.0093481986616084,5.5697386447141195,0.13630390944924198,-4.258989640463073e-28,3.347709538585776e-28,-6.847241062284035e-27
600,0.00043562889655116563,3.9,0.08740606692174316,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.284649876180928e-26,-2.542030254046782e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789122,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.7654164936818229,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.589698892353401,0.1163436618099531,-1.5387497283925096e-27,-6.912329247758268e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717538,0.0093481986616084,5.569738644714119,0.136303909449242,-4.110052474874954e-28,3.151427777207593e-28,-6.84643694930457e-27
700,0.00043562889655116563,3.9,0.08740606692174316,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.298965230512941e-26,-2.56759664189013e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789122,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.7654164936818229,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.589698892353401,0.1163436618099531,-1.5347586028112335e-27,-6.897146133975795e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717538,0.0093481986616084,5.569738644714119,0.136303909449242,-4.260177357631723e-28,3.0844569448820737e-28,-6.845790489555828e-27
800,0.00043562889655116563,3.9,0.08740606692174316,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.3010154697349e-26,-2.6129369232794364e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789123,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.7654164936818229,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.589698892353401,0.1163436618099531,-1.5309519708493462e-27,-6.896518350603568e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717538,0.0093481986616084,5.569738644714119,0.136303909449242,-4.364344857230004e-28,3.012062503379904e-28,-6.84536760490457e-27
900,0.00043562889655116563,3.9,0.08740606692174316,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.311004381268666e-26,-2.6259643289757053e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789123,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.7654164936818229,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.589698892353401,0.1163436618099531,-1.5216269260228622e-27,-6.881013003502843e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717538,0.0093481986616084,5.569738644714119,0.136303909449242,-4.360271736801273e-28,2.9401750177042395e-28,-6.844319680606056e-27
